12-31 	11388	0	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机[胜利]	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机	
04-13 	8866	0	★★A股完成最后的神秘一探★★	午后可能会让人窒息，13点52上攻未果后快速下探3000点，其实此时上行三角楔体下轨已有破位之相了，但是，3001.31点，谐音“升……要升要”，让大盘完成了这一探。这一探比较神秘，因为做空者在近月的走势中，走出了多次抑扬顿挫，先后画了多道揉搓线。比如：3.27－3.29、3.21－4.1、4.7－4.8，然而，到今天，双阴从上轨贯至下轨已没有空间了，所以，一根阴线直接从上到下，直接完成了这最后一探。　　回过头看，下跌成了虚惊一场，神秘资金在关键时候关键点出手海底捞月，最终仍然稳守5天均线，这样，变盘就直接放在了周三。为何在周三？我实在不敢想象是周四，因为周四向来是黑的，周三突破周四来假阴回踩，到是最合理的结局，会吗？中国股市梦总得做一做的。　　上一轮的行情来源于铁矿石期货的连续涨停，今天这东西又涨停了！所以，我宁愿相信，这个标志不一般。美元指数在我发本稿时，是93.82点，如同那个呼声最高的准总~统的名字－－希拉里。据说，她的拉票辞是“一定要好好教训不听话的中国”。可是，在奥~巴马摇摇欲坠之时，美元就象希拉里，稀稀拉得一泻千里。　　所以，我在这里面是做的是股市上涨梦，还是有依据的。此时，是弯道超车的最好时候，所以，国家也在加大马力，在券商杠杆牌甩出一张后，又发力煤炭钢铁去产能的供给侧改革。而在题材方面智能制造试点的开启、无人驾驶智能汽车正在商业化提速。值得一提的是，今天的创业板直接借下跌封住昨天跳空缺口，为上涨消除了隐患。　　尽管未来的上涨是有波折的，不会一涨就要百点长阳，不会一涨就是四千五千，不会是个股持续大涨特涨，但是，实现重点不断上移，等待经济基本面的好转，将来实现合力再行爆发，当然会让我们的股市健康稳定得多，投资者，在冰与火的锤炼中，是不是会更成熟了呢？	
04-13 	8882	0	做股票的人们，行动起来吧，不要为庄抬矫子了，拿回属于我们该得的分红，让不分红的企	做股票的人们，行动起来吧，不要为庄抬矫子了，拿回属于我们该得的分红，让不分红的企业公司，如过街老鼠，人人唾骂。让上天去惩罚他们。无德不仁的家伙，上市时的承诺都成炮灰，无诚信，必死，买入农行，行中国股市正风暴	
04-13 	12132	0	速度现八折买入农行，短期分红，长期养老，还有机会中奖，不担心退市，资金日日增值又	速度现八折买入农行，短期分红，长期养老，还有机会中奖，不担心退市，资金日日增值又灵活	
04-13 	11063	0	最新消息好是不断大家可高度注意了	601288资产重组农村联社；想村镇开设银行、给农民发行信用卡等系列资产重组、河北信盈资产管理股份有限公司出1.8万亿收购了中国农业银行、农业银行要有大暴涨机会明白价100元。大家可高度注意。	
04-13 	11105	0	老百性有点钱不容易，存银行不如买农行，交保险不知买农行，银行国之根本，短期分红，	老百性有点钱不容易，存银行不如买农行，交保险不知买农行，银行国之根本，短期分红，长期养老，而对身心也好，现在还打八折出售，用心好好想一想吧，	
04-12 	9546	0	长线的拿紧股票，没有多长时间红利就到手了，别人就只望你买来卖去，这样就是为了你手	长线的拿紧股票，没有多长时间红利就到手了，别人就只望你买来卖去，这样就是为了你手中无税筹码变有税筹码，最后还给你扣顶投机份子的帽子，苦就苦点吧!从现在算起到一七年七月分红，也就是14个半月分两次红，庄家又能把你整样，砸吧，砸低了我们随时捡点破烂，	
04-12 	10954	0	香港汇丰银行今天股价人民币40元/股，PE11.6派息约1.34人民币/股(3.	香港汇丰银行今天股价人民币40元/股，PE11.6派息约1.34人民币/股(3.35%利率) 净利率25.2%(农行33.7%) 汇丰净資产收益率7.7% (农行16.76%) 其他数据不好比较，因为大陆和香港的会计做法不一样。农行是国家企业财务报表不必讨好股民而且怕被骂赚钱太多所以有保留。香港汇丰做报表为讨好股民一定有很多高招是农行与大陆股民不能想象的。	
04-12 	9798	0	买农行，买农行，必有厚福，猪肉贵，那是因为猪是不那些不分红公司的先人投胎，能不贵	买农行，买农行，必有厚福，猪肉贵，那是因为猪是不那些不分红公司的先人投胎，能不贵吗，	
04-12 	6817	0	知道草船借箭吗，房产是草人，股票是草人，国家用草人，把资金套住，用时间去蒸发，	知道草船借箭吗，房产是草人，股票是草人，国家用草人，把资金套住，用时间去蒸发，	
04-12 	9486	0	买农行，正国风，做中国投资人，好处多多，分红又养老，曰久见人心，	买农行，正国风，做中国投资人，好处多多，分红又养老，曰久见人心，	
04-12 	7706	0	上市公司不分红就是圈钱的，国家还支持这些烂公司？	上市公司不分红就是圈钱的，国家还支持这些烂公司？	
04-12 	10979	1	用3.16换3.48还氕0.16元那有这好事，不买都是猪头，还做什么股票，赔钱跳	用3.16换3.48还氕0.16元那有这好事，不买都是猪头，还做什么股票，赔钱跳楼能怨谁	分红又养老，不买都是猪 
04-12 	9117	0	中国股市，晚分红，少分红，不分红.是否合法?	中国股市，晚分红，少分红，不分红.是否合法?什么时间银行股，有好的分红，股市就大涨【应该取消红利税，强制年分红70%引导股市，价值投资】网络就是辅助工具，中国的发展不可能靠网络，还是要靠实体经济。中国肯定会发展，任何不分红的股票,都是骗钱耍流氓.民生银行分红了，相信民生银行，不会跌多少了【就是不买，中小盘和垃圾股】宁波银行,农业银行也是好股票。	
04-12 	9719	0	就算3.16元收盘	大单卖出均价3.16元没膁还赔上交易费，及过户费	
04-12 	11805	0	恒大稳健快速发展再获农业银行等多家龙头金	恒大稳健快速发展再获农业银行等多家龙头金融机构认可。恒大集团董事局主席许家印、董事局副主席兼总裁夏海钧一行，在北京、上海和深圳，于4月5日至9日分别会晤了多家金融机构高层团队，恒大品牌实力、骄人业绩受到各家机构一致赞誉。	
04-12 	7214	0	控制得真好	这妖股的控制能力真好，一天就1分钱上下摇摆，一定不会出格，厉害	
04-12 	5847	0	内银股是没有超跌，是 鸡肋，赶快换股03618重庆农商行才是正道，才能赚大钱！	内银股是没有超跌，是 鸡肋，赶快换股03618重庆农商行才是正道，才能赚大钱！	
04-12 	6447	0	一笔糊涂账？	10.20分一笔百万股3.17元买入还是3.16元卖出？	
04-12 	7919	0	继续对冲啊！不让我们散户挣钱！	庄家（包括政府）你们就只有割肉的份！永远没有机会给你们！记住啊！	
04-12 	6522	0	中国股市，晚分红，少分红，不分红.是否合法?	中国股市，晚分红，少分红，不分红.是否合法?什么时间银行股，有好的分红，股市就大涨【应该取消红利税，强制年分红70%引导股市，价值投资】网络就是辅助工具，中国的发展不可能靠网络，还是要靠实体经济。中国肯定会发展，任何不分红的股票,都是骗钱耍流氓.民生银行分红了，相信民生银行，不会跌多少了【就是不买，中小盘和垃圾股】宁波银行,农业银行也是好股票。	
04-12 	5556	0	别说话慢慢买进分批买进	散户快点脉吧大片要暴跌啦哈真的、你们不卖我买不到啊。我就喜欢散户割肉我来吃肉啊	
04-12 	8410	0	短线重点关注成交量的动向	周一沪深两市大盘高开高走，尽管尾盘小幅回落，但是之前回踩的走势已经明显被逆转，短期内仍可继续看多做多。不过，指数要向上走出较为凌厉的攻势，还需要成交量的有效放大。昨天在利好的刺激下，券商钢铁板块拉升指数，个股热点切换较为频繁。沪市全天成交量2523亿，量能虽略有放大，但是与前期向上反弹时候的3000多亿量能相比，仍然还是缩量。指数逐步向上在3200附近将会有强阻力，可想而知的是，如果成交量不能够有效放大，这一道阻力将会比较难直接向上突破。前期沪指在3000点一带进行了较长时间的横盘震荡，如果量能不放大，3200点附近的震荡将会更加剧烈。仅就短线而言，这个位置仍然还是继续看多做多，只是由于个股分化较为明显，市场的赚钱效应并不强烈，多数散户在这种行情之下基本上都没有赚到多少的利润，这也是短线的一个常态。在标的股的选择上，短线还是建议潜伏一些相对较热的题材股上，可以尽量选择一些短线处在回调中的前期比较火爆的题材股。蓝筹股在目前市场下，较难持续，不具有较强的可操作性，暂时还没有参与的意义。实盘操作上，短线还是持仓两只股票，一只停牌，一只盘中冲击涨停板但是尾盘快速回落，目前还是继续持股待涨。	
04-11 	10165	0	我在大润发旁边的农业银行自动取款机	我在大润发旁边的农业银行自动取款机，拾到一张银行卡[doge] 怎么办	
04-11 	9284	0	农业银行	你买与不买卖与不卖 ，农业银行就在那里，不喜不悲	
04-11 	9065	0	持有银行股就是一种煎熬	半死不活的银行股，持有就是一种煎熬，套住了就是猴子捡了块姜	
04-11 	10320	0	买买买，聪明的人知道，比入五险好，每年净资产增加五角左右，每周一分，买后就不卖，	买买买，聪明的人知道，比入五险好，每年净资产增加五角左右，每周一分，买后就不卖，每年分红，又养老。	
04-11 	9068	0	金融环境健康最有力的证明手段：就是银行回购股价低于净资产的银行股。只要这一招就足以激活股市、否则你懂的。	金融环境健康最有力的证明手段：就是银行回购股价低于净资产的银行股。只要这一招就足以激活股市、否则你懂的。	
04-11 	11456	1	退市博元股价为4.44元，比农行的股价高多了，实在是看不懂。	退市博元股价为4.44元，比农行的股价高多了，实在是看不懂。	股市很多败家子，真金白银买垃圾。我从来不买亏损股，更不会投资毫无价值的中小板和创业板。 
